"ID","Description","density","clutterFlags","assetPath0","assetPath01","assetPath02","assetPath03","assetPath04","assetPath05","assetWeight0","assetWeight01","assetWeight02","assetWeight03","assetWeight04","assetWeight05","flag0","flag01","flag02","flag03","flag04","flag05","minScale0","minScale01","minScale02","minScale03","minScale04","minScale05","rotationMin0","rotationMin01","rotationMin02","rotationMin03","rotationMin04","rotationMin05","rotationMax0","rotationMax01","rotationMax02","rotationMax03","rotationMax04","rotationMax05","emissiveGlow00","emissiveGlow01","emissiveGlow02","emissiveGlow03","emissiveGlow04","emissiveGlow05"
159,"Galeras_87_Sand_Plants02",250,2,"Art\Terrain\_Galeras\Clutter\Clutter_SandPlant_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_SandPlant_003.m3","","","","",0.8,0.2,0.2,0.2,0.2,0.02,6,6,6,6,2,0,5,10,6,4,3,5,-3.12414,-3.12414,-3.12414,-3.12414,0,0,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0,0,0
160,"Algoroc_19_Grass_Tall",200,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Grass_002.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Grass_003.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_000.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_003.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Grass_002.m3","",0.4,0.45,0.005,0.0025,0.3,0.005,6,6,6,4,6,4,1.8,1.3,2.4,3.5,1.4,1.5,-0.523599,-0.349066,-0.349066,-0.523599,-0.174533,-0.174533,0.174533,0.349066,0.261799,0.523599,0.523599,0.174533,0,0,0,0,0,0
161,"Galeras_111_MuckWeed_001",150,2,"Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_003.m3","Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_001.m3","",0.5,0.1,0.1,0.2,0.1,0,6,6,6,6,0,0,4,6,4.4,8,6,0,-3.12414,-3.12414,3.12414,3.12414,3.12414,0,3.12414,3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
162,"Galeras_111_MuckWeed_002",150,2,"Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_004.m3","Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_005.m3","Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_004.m3","Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_005.m3","","",0.5,0.05,0.2,0.04,0,0,6,6,6,6,6,0,14,16,12,12,3,0,-1.74533,-3.12414,-1.74533,-3.12414,-3.12414,0,0,3.12414,1.74533,3.12414,3.12414,0,0,0,0,0,0,0
163,"Galeras_111_MuckWeed_003",200,2,"Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_007.m3","Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_006.m3","Art\Terrain\_Galeras\Clutter\Clutter_MuckWeed_003.m3","","","",0.6,0.3,0.1,0,0,0,4,6,6,0,0,0,5,13,7.4,1,1,1,3.12414,3.12414,3.12414,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0
164,"Galeras_83_Stones",200,2,"Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_003.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_004.m3",0.25,0.2,0.09,0.1,0.1,0.1,6,6,6,6,6,6,5,6,2.5,3,3,2,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
165,"Galeras_83_ScrubBrush",350,2,"Art\Terrain\_Galeras\Clutter\Clutter_DirtWeed_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtWeed_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtWeed_001.m3","","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_003.m3",0.2,0.3,0.6,0,0.1,0.3,6,6,6,6,6,6,18,14,11,6,1,2,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
166,"Galeras_83_Base",15,2,"Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_003.m3","Art\Terrain\_Galeras\Clutter\Clutter_DirtRock_004.m3","","",0.07,0.1,0.03,0.04,0.3,0.1,6,6,6,6,6,6,1.58,2,1.6,3,2,3,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
167,"Galeras_111_MuckWeed_Base",1,2,"","","","","","",0.5,1,0.1,0.2,0.1,0,6,6,6,6,0,0,9,6,3.4,4,3,0,-3.12414,-3.12414,3.12414,3.12414,3.12414,0,3.12414,3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
168,"Algoroc_Dead_Grass_BigWeeds",200,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Drygrass_09.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Drygrass_08.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Drygrass_04.m3","","","",0.19,0.8,0.01,0.1,0.6,0.1,6,6,6,0,0,0,16.75,15.5,12.25,6.8,12.025,6,3.12414,-3.12414,3.12414,0,0,0,-3.12414,3.12414,-3.12414,0,0,0,0,0,0,0,0,0
169,"Algoroc_51_Dirt_Plants_1",255,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_008.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_009.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_007.m3","","","",0.2,0.02,0.05,0.01,0.2,0,6,6,6,6,6,0,15,14,7,2,25,0,-0.296706,3.12414,-0.296706,-0.296706,-3.12414,0,0.296706,-3.12414,0.296706,0.261799,3.12414,0,0,0,0,0,0,0
170,"Algoroc_51_Dirt_Plants_2",225,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_003.m3","","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_001.m3","","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_005.m3","",0.3,0.2,0.04,0.1,0.2,0,6,6,6,6,0,0,8,20,2,13,14,0,3.12414,-3.12414,-3.12414,-3.12414,0,0,-3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0,0,0
171,"Algoroc_lush_plants",350,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_006.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_006.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_002.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_002.m3","","",0.25,0.5,0.12,0.1,0.2,0,6,6,6,6,0,0,11,12,5,10,11,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
172,"Algoroc_Dry_Plants_001",350,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_008.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_004.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_003.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_004.m3","","",0.45,0.25,0.01,0.1,0.2,0,6,6,6,6,0,0,14,8,11,10,11,0,-0.872665,3.12414,-3.12414,3.12414,0,0,0.855211,-3.12414,3.12414,-3.12414,0,0,0,0,0,0,0,0
173,"Algoroc_Dry_Plants_002",200,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_007.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_004.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_007.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_006.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_009.m3","",0.25,0.25,0.3,0.1,0.2,0,6,6,6,6,6,0,11,8,4.5,15,12,0,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
174,"Galeras_Road_Rocks",15,2,"Art\Terrain\Road\Clutter\Galeras_Road_Rock_001.m3","Art\Terrain\Road\Clutter\Galeras_Road_Rock_002.m3","Art\Terrain\Road\Clutter\Galeras_Road_Rock_003.m3","","","",0.3,0.3,0.3,0,0,0,2,2,2,0,0,0,9,10,11,0,0,0,-1.5708,-1.5708,-1.5708,0,0,0,-1.5708,-1.5708,-1.5708,0,0,0,0,0,0,0,0,0
175,"Galeras_Road_Weeds",100,2,"Art\Terrain\Road\Clutter\Galeras_Road_Weed_000.m3","Art\Terrain\Road\Clutter\Galeras_Road_Weed_002.m3","","","Art\Terrain\Road\Clutter\Galeras_Road_Weed_000.m3","",0.1,0.2,0.2,0.1,0.1,0.2,2,2,2,6,2,2,7,9,10,10,11,17,3.12414,3.12414,-3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,3.12414,-3.12414,-3.12414,3.12414,0,0,0,0,0,0
176,"Galeras_Road_Weeds_001",250,2,"Art\Terrain\Road\Clutter\Galeras_Road_Weed_003.m3","","Art\Terrain\Road\Clutter\Galeras_Road_Weed_003.m3","Art\Terrain\Road\Clutter\Galeras_Road_Weed_003.m3","","",0.3,0.2,0.3,0.5,0.1,0.2,2,2,6,6,0,0,8,9,12,8,11,16,0.872665,0.872665,1.01229,0.872665,0,0,0.872665,0.872665,0.872665,0.872665,0,0,0,0,0,0,0,0
177,"Galeras_Road_Base",0,2,"Art\Terrain\Road\Clutter\Galeras_Road_Rock_001.m3","Art\Terrain\Road\Clutter\Galeras_Road_Rock_002.m3","Art\Terrain\Road\Clutter\Galeras_Road_Rock_003.m3","","","",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"Galeras_Gravel_Base",11,2,"Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Gravel_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Gravel_003.m3","","","","",0.5,0.5,0,0,0,0,6,6,0,0,0,0,19,17,1,1,1,1,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
179,"Galeras_Gravel_Plants",215,0,"Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Gravel_004.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Gravel_005.m3","","","","",0.6,0.4,0,0,0,0,6,6,0,0,0,0,15,17,12,1,1,1,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
180,"Motherboard_Clutter_000",8,2,"Art\Terrain\Tech\Clutter\motherboard_clutter_000.m3","Art\Terrain\Tech\Clutter\motherboard_clutter_001.m3","Art\Terrain\Tech\Clutter\motherboard_clutter_002.m3","Art\Terrain\Tech\Clutter\motherboard_clutter_003.m3","","",0.02,0.25,0.15,0.25,0,0,2,2,2,2,0,0,14,22,28,19,0,0,0,0,1.5708,0,0,0,0,0,1.5708,0,0,0,0,0,0,0,0,0
181,"Algoroc_45_Dirt_Base",10,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_010.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_010.m3","","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_012.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_013.m3","",0.25,0.25,0.05,0.2,0.25,0.1,6,6,6,6,6,6,9,14,7,14,13,4,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
182,"Algoroc_45_Dirt_Rocks",530,0,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_010.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_012.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_010.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_013.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_013.m3","",0.25,0.25,0.25,0.25,0.2,0,2,2,2,2,0,0,17,18,18,19,11,1,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
183,"Algoroc_45_Dirt_Plants_001",350,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_008.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_004.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_007.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_004.m3","","",0.45,0.25,0.01,0.1,0.2,0,6,6,6,6,0,0,14,7,11,6,11,0,-0.872665,3.12414,-3.12414,3.12414,0,0,0.855211,-3.12414,3.12414,-3.12414,0,0,0,0,0,0,0,0
184,"Algoroc_45_Dirt_Plants_002",200,2,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_007.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_004.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_007.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_006.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_009.m3","",0.25,0.25,0.3,0.1,0.2,0,6,6,6,6,6,0,11,8,4.5,15,12,0,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
185,"Galeras_Gravel_Grass",200,2,"Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Gravel_006.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Gravel_006.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Gravel_007.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Gravel_007.m3","","",0.2,0.05,0.7,0.05,0,0,6,6,6,6,0,0,8,7,7.5,8,1,1,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
186,"Algoroc_51_Dirt_Rocks",529,0,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_010.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_010.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_013.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_012.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_013.m3","",0.25,0.25,0.01,0.2,0.25,0.1,6,6,6,6,6,6,13,17,26,18,17,4,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
187,"Algoroc_51_Dirt_Base",2,0,"Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_010.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_010.m3","","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_012.m3","Art\Terrain\_Algoroc\_Clutter\Clutter_Algoroc_Plant_Dusty_013.m3","",0.25,0.25,0.05,0.2,0.25,0.1,6,6,0,6,6,0,9,14,7,14,13,4,3.12414,3.12414,0,3.12414,3.12414,0,-3.12414,-3.12414,0,-3.12414,-3.12414,0,0,0,0,0,0,0
188,"Auroria_Grass_Pods",300,2,"Art\Terrain\_Auroria\Clutter\Clutter_Grass_Plants_Auroria\Clutter_Grass_Plants_Pomegranate_000.m3","Art\Terrain\_Auroria\Clutter\Clutter_Grass_Plants_Auroria\Clutter_Grass_Plants_Pomegranate_000.m3","","","","",0.5,0.5,1,1,0.2,0,6,6,6,6,6,6,6.8,6.4,3.75,3.95,1.45,1,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
189,"Galeras_87_Sand_Base",3,2,"","","","","Art\Terrain\_Galeras\Clutter\Clutter_SandRock_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_SandRock_001.m3",0.2,0.2,0.2,0.2,0.5,0.5,6,6,6,6,6,6,5,4,4,4,3,6,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0
190,"Galeras_Gravel_Heavy",184,2,"Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Gravel_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Gravel_003.m3","","","","",0.5,0.5,0.3,0,0,0,6,6,6,0,0,0,7,8,28,1,1,1,-3.12414,-3.12414,-3.12414,0,0,0,3.12414,3.12414,3.12414,0,0,0,0,0,0,0,0,0
191,"Galeras_554_DeadWeeds",80,2,"Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_020.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_021.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_019.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_021.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_019.m3","",0.05,0.075,0.1,0.075,0.1,0,2,2,2,2,2,0,7,5.01,2.75,2.75,2,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,3.12414,3.12414,3.12414,3.12414,3.12414,0,0,0,0,0,0,0
192,"Galeras_554_GrassTufts",250,2,"Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_018.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_017.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_014.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_018.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_017.m3","",0.15,0.3,0.04,0.15,0.03,0.25,6,6,4,6,6,0,1.8,4.5,2.2,2.5,6,4,2.96706,1.5708,-3.12414,2.79253,1.5708,-2.05949,1.0472,0,3.12414,1.22173,0,0.872665,0,0,0,0,0,0
193,"Galeras_554_WildWeeds",300,2,"Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_013.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_015.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_016.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_013.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_015.m3","",0.08,0.45,0.06,0.08,0.15,0.02,4,4,6,4,4,0,1.75,1.5,5,2,2.5,9,-3.12414,-3.12414,0.261799,-3.12414,-3.12414,0,3.12414,3.12414,-0.261799,3.12414,3.12414,0,0,0,0,0,0,0
194,"Galeras_554_BaseGrass",100,2,"Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Grass_Withered_000.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Grass_Withered_000.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Grass_Withered_001.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Grass_Withered_002.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Grass_Withered_003.m3","Art\Terrain\_Galeras\Clutter\Clutter_Galeras_Plant_Withered_013.m3",0.015,0.25,0.25,0.25,0.25,0.02,6,6,6,6,6,2,1,1,1,1,1,1,0,0,0,0,0,-0.436332,0,0,0,0,0,0.436332,0,0,0,0,0,0
195,"",0,0,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"Road_Hex_Clutter_03",12,2,"Art\Terrain\Road\Clutter\Hex_rubble_000.m3","Art\Terrain\Road\Clutter\Hex_rubble_001.m3","Art\Terrain\Road\Clutter\Hex_rubble_002.m3","Art\Terrain\Road\Clutter\Hex_rubble_003.m3","","",0.25,0.25,0.25,0.25,0,0,6,6,6,6,0,0,4,4,5,6,0,0,-3.12414,3.12414,3.12414,3.12414,0,0,3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
197,"Thorny_Plants",35,2,"Art\Terrain\Roots\Clutter\Thorny_Roots_000.m3","","Art\Terrain\Roots\Clutter\Thorny_Roots_002.m3","Art\Terrain\Roots\Clutter\Thorny_Roots_003.m3","Art\Terrain\Roots\Clutter\Thorny_Roots_004.m3","Art\Terrain\Roots\Clutter\Thorny_Roots_001.m3",0.02,0.01,0.2,0.05,0.02,0.03,6,6,6,6,6,2,35,29,6,12,11,10,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
198,"Osun_Base_Set",3,2,"Art\Terrain\Tech\Clutter\Osun_clutter_000.m3","Art\Terrain\Tech\Clutter\Osun_clutter_005.m3","Art\Terrain\Tech\Clutter\Osun_clutter_002.m3","Art\Terrain\Tech\Clutter\Osun_clutter_003.m3","Art\Terrain\Tech\Clutter\Osun_clutter_006.m3","",0.2,0.02,0.2,0.001,0.04,0,6,6,6,6,6,0,31,17,38,22,9,0,3.12414,0,3.12414,3.12414,3.12414,0,-3.12414,0,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
199,"Whitevale_Plants_001",100,2,"Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_003.m3","Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_000.m3","Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_000.m3","Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_000.m3","Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_007.m3","",0.2,0.2,0.2,0.2,0.1,0.1,6,6,6,6,6,0,4,4,4,6,4,7,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
200,"Whitevale_Plants_002",200,2,"Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_004.m3","Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_004.m3","Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_008.m3","","","",0.45,0.5,0.05,0.25,0.25,0,6,6,6,0,0,0,9,7,4,5,9,0,0.226893,-0.191986,3.12414,0,0,0,-0.226893,0.20944,-3.12414,0,0,0,0,0,0,0,0,0
201,"Whitevale_Plants_003",250,2,"Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_005.m3","Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_006.m3","Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_007.m3","Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_005.m3","","",0.4,0.4,0.1,0.1,1,0,6,6,6,6,0,0,4,3.3,4,2,5,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
202,"Whitevale_Plants_004",250,2,"Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_010.m3","Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_010.m3","Art\Terrain\_Whitevale\_Clutter\Whitevale_Clutter_Plant_007.m3","","","",0.5,0.4,0.1,0,0,0,6,6,6,0,0,0,6,3,5,0,0,0,3.12414,3.12414,3.12414,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0
203,"Eldan_Rubble_Warm",100,2,"Art\Terrain\Tech\Clutter\Eldan_Rubble_Warm_000.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_Warm_001.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_Warm_002.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_Warm_003.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_Warm_004.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_Warm_004.m3",0.2,0.2,0.2,0.2,0.1,0.1,2,2,2,2,2,2,5,3,2,1,1,2,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
204,"Eldan_Rubble_GrayTan",100,0,"Art\Terrain\Tech\Clutter\Eldan_Rubble_GrayTan_000.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_GrayTan_001.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_GrayTan_002.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_GrayTan_003.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_GrayTan_004.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_GrayTan_003.m3",0.2,0.2,0.2,0.2,0.1,0.1,6,6,6,6,6,6,4,1,3,1.5,3,1,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
205,"Eldan_Rubble_Cool",100,2,"Art\Terrain\Tech\Clutter\Eldan_Rubble_Cool_000.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_Cool_001.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_Cool_002.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_Cool_003.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_Cool_001.m3","Art\Terrain\Tech\Clutter\Eldan_Rubble_Cool_002.m3",0.2,0.2,0.2,0.2,0.1,0.1,2,2,2,2,2,2,3,2,1,3,1.2,2.3,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
