"ID","description","item2TypeId","objectModel","objectModelL","objectTexture0","objectTexture1","modelTextureIdObject00","modelTextureIdObject01","skinnedModel","skinnedModelL","skinnedTexture0","skinnedTexture1","modelTextureIdSkinned00","modelTextureIdSkinned01","attachedModel","modelAttachmentIdAttached","attachedTexture0","attachedTexture1","modelTextureIdAttached00","modelTextureIdAttached01","componentRegionFlags","componentPriority","skinMaskMap","skinColorMap","skinNormalMap","skinDyeMap","armorMaskMap","armorColorMap","armorNormalMap","armorDyeMap","modelMeshId00","modelMeshId01","modelMeshId02","modelMeshId03","soundImpactDescriptionId","ItemVisualTypeId","soundReplaceDescriptionId","itemColorSetId","dyeChannelFlags","modelPoseId","modelPoseBlend","shaderPreset00","shaderPreset01"
2136,"CHR_Chua_M_Face_Raccoon_01",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Raccoon_01_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2137,"CHR_Chua_M_Face_Raccoon_02",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_02.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Raccoon_02_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2138,"CHR_Chua_M_Face_Raccoon_03",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Raccoon_03_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2139,"CHR_Chua_M_Face_Raccoon_04",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_04.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Raccoon_04_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2140,"CHR_Chua_M_Face_Raccoon_05",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_05.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Raccoon_05_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2141,"CHR_Chua_M_Face_Raccoon_06",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Raccoon_06_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2142,"CHR_Chua_M_Face_Raccoon_07",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_07.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Raccoon_07_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_07_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2143,"CHR_Chua_M_Face_Raccoon_08",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_08.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Raccoon_08_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_08_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2144,"CHR_Chua_M_Face_Raccoon_09",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_09.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Raccoon_09_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_09_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2145,"CHR_Chua_M_Face_Rat_01",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Rat_01_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2146,"CHR_Chua_M_Face_Rat_02",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_02.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Rat_02_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2147,"CHR_Chua_M_Face_Rat_03",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Rat_03_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2148,"CHR_Chua_M_Face_Rat_04",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_04.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Rat_04_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2149,"CHR_Chua_M_Face_Rat_05",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_05.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Rat_05_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2150,"CHR_Chua_M_Face_Rat_06",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Rat_06_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2151,"CHR_Chua_M_Face_Rat_07",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_07.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Rat_07_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_07_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2152,"CHR_Chua_M_Face_Rat_08",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_08.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Rat_08_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_08_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2153,"CHR_Chua_M_Face_Rat_09",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_09.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Rat_09_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_09_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2154,"CHR_Chua_M_Face_Red_01",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Red_01_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2155,"CHR_Chua_M_Face_Red_02",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_02.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Red_02_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2156,"CHR_Chua_M_Face_Red_03",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Red_03_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2157,"CHR_Chua_M_Face_Red_04",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_04.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Red_04_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2158,"CHR_Chua_M_Face_Red_05",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_05.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Red_05_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2159,"CHR_Chua_M_Face_Red_06",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Red_06_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2160,"CHR_Chua_M_Face_Red_07",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_07.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Red_07_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_07_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2161,"CHR_Chua_M_Face_Red_08",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_08.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Red_08_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_08_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2162,"CHR_Chua_M_Face_Red_09",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_09.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Red_09_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_09_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2163,"CHR_Chua_M_Face_Skunk_01",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Skunk_01_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2164,"CHR_Chua_M_Face_Skunk_02",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_02.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Skunk_02_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2165,"CHR_Chua_M_Face_Skunk_03",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Skunk_03_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2166,"CHR_Chua_M_Face_Skunk_04",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_04.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Skunk_04_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2167,"CHR_Chua_M_Face_Skunk_05",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_05.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Skunk_05_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2168,"CHR_Chua_M_Face_Skunk_06",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Skunk_06_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2169,"CHR_Chua_M_Face_Skunk_07",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_07.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Skunk_07_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_07_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2170,"CHR_Chua_M_Face_Skunk_08",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_08.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Skunk_08_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_08_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2171,"CHR_Chua_M_Face_Skunk_09",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_09.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Skunk_09_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_09_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2172,"CHR_Chua_M_Face_Yellow_01",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Yellow_01_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2173,"CHR_Chua_M_Face_Yellow_02",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_02.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Yellow_02_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_02_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2174,"CHR_Chua_M_Face_Yellow_04",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_04.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Yellow_04_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_04_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2175,"CHR_Chua_M_Face_Yellow_05",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_05.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Yellow_05_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_05_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2176,"CHR_Chua_M_Face_Yellow_06",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Yellow_06_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_06_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2177,"CHR_Chua_M_Face_Yellow_07",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_07.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Yellow_07_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_07_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2178,"CHR_Chua_M_Face_Yellow_08",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_08.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Yellow_08_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_08_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2179,"CHR_Chua_M_Face_Yellow_09",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_09.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Yellow_09_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_09_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2180,"CHR_Chua_M_Face_Yellow_03",63,"","","","",0,0,"Art\Character\Chua\Male\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,16,10,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Yellow_03_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_03_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2181,"CHR_Chua_M_FacialHair_Brown_01",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,22,15,"Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_01_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_01_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_01_Normal.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_01_Dye.tex","","","","",52,0,0,0,0,0,0,68,7,0,0,0,0
2182,"CHR_Chua_M_FacialHair_Brown_02",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,50,15,"Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_02_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_02_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_02_Normal.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_02_Dye.tex","","","","",53,0,0,0,0,0,0,68,7,0,0,0,0
2183,"CHR_Chua_M_FacialHair_Brown_03",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,22,15,"Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_03_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_03_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_03_Normal.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_03_Dye.tex","","","","",54,0,0,0,0,0,0,68,7,0,0,0,0
2184,"CHR_Chua_M_FacialHair_Brown_04",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,22,15,"Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_04_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_04_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_04_Normal.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_04_Dye.tex","","","","",55,0,0,0,0,0,0,68,7,0,0,0,0
2185,"CHR_Chua_M_FacialHair_Brown_05",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,22,15,"Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_05_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_05_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_05_Normal.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_05_Dye.tex","","","","",56,0,0,0,0,0,0,68,7,0,0,0,0
2186,"CHR_Chua_M_FacialHair_Brown_06",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,22,15,"Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_06_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_06_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_06_Normal.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_06_Dye.tex","","","","",57,0,0,0,0,0,0,68,7,0,0,0,0
2187,"CHR_Chua_M_FacialHair_Brown_07",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,2,15,"Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_07_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_07_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_07_Normal.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_07_Dye.tex","","","","",58,0,0,0,0,0,0,68,7,0,0,0,0
2188,"CHR_Chua_M_FacialHair_Brown_08",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,22,15,"Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_08_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_08_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_08_Normal.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_08_Dye.tex","","","","",59,0,0,0,0,0,0,68,7,0,0,0,0
2189,"CHR_Chua_M_FacialHair_Brown_09",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,22,15,"Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_09_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_06_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_06_Normal.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_06_Dye.tex","","","","",60,0,0,0,0,0,0,68,7,0,0,0,0
2190,"CHR_Chua_M_FacialHair_Brown_10",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,22,15,"Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_10_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_06_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_06_Normal.tex","Art\Character\Chua\Male\Textures\CHR_Chua_M_Facialhair_06_Dye.tex","","","","",113,0,0,0,0,0,0,68,7,0,0,0,0
2191,"CHR_Chua_M_FacialHair_Brown_None",71,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,48,1,"Art\Character\Chua\Male\Textures\CHR_Chua_Face_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_Grey_01_Color.tex","Art\Character\Chua\Male\Textures\CHR_Chua_Face_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
2192,"WPN_D_Resonator_Generic_000",79,"Art\Item\Weapon\Shock_Paddle\Resonator_000\WPN_Resonator_Generic_000.m3","Art\Item\Weapon\Shock_Paddle\Resonator_000\WPN_Resonator_Generic_000.m3","Art\Item\Weapon\Shock_Paddle\Resonator_000\Textures\WPN_Shock_Paddle_000_color.tga","Art\Item\Weapon\Shock_Paddle\Resonator_000\Textures\wpn_shock_paddle_000_normal.tex",3,4,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,21,0,0,0,0,0,0,0,0
2193,"CHR_Chua_M_Ear_Default_01",65,"","","","",0,0,"Art\Character\Chua\Male\Heads\Ears_01.M3","","","",0,0,"",0,"","",0,0,8,20,"Art\Character\Chua\Male\Textures\CHR_Ear_Mask.tex","Art\Character\Chua\Male\Textures\CHR_Ear_01_Color.tex","Art\Character\Chua\Male\Textures\CHR_Ear_01_Normal.tex","","","","","",0,0,0,0,0,0,0,0,7,0,0,0,0
